date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality,year,month,weekday,weekofyear,is_weekend,rolling_mean_7,rolling_mean_14,rolling_std_7,lag_1,lag_7,lag_14,lag_30,lag_60,price_diff,discount_effect,price_ratio
2023-12-27,S002,P0009,Clothing,East,268,182,60,86.32,5,Rainy,1,85.71,Winter,2023,12,2,52,0,265.2857142857143,222.14285714285714,127.55092353737831,453.0,356.0,13.0,105.0,26.0,0.6099999999999994,431.59999999999997,1.007116905014945
2023-12-28,S002,P0009,Furniture,North,488,24,49,23.66,15,Cloudy,1,25.08,Spring,2023,12,3,52,0,240.42857142857142,234.21428571428572,123.8262992298179,182.0,175.0,138.0,29.0,248.0,-1.4199999999999982,354.9,0.9433808040746396
2023-12-29,S002,P0009,Furniture,East,163,162,170,25.23,0,Rainy,0,22.14,Autumn,2023,12,4,52,0,218.85714285714286,226.07142857142858,147.93064655600006,24.0,160.0,239.0,280.0,199.0,3.09,0.0,1.1395658809548868
2023-12-30,S002,P0009,Groceries,South,353,179,91,87.16,15,Snowy,1,83.92,Summer,2023,12,5,52,1,219.14285714285714,220.57142857142858,147.7998969005376,162.0,354.0,57.0,184.0,104.0,3.239999999999995,1307.3999999999999,1.0386080745223933
2023-12-31,S002,P0009,Toys,East,198,57,105,70.19,0,Sunny,0,65.64,Spring,2023,12,6,52,1,194.14285714285714,229.28571428571428,135.47377184216458,179.0,258.0,370.0,59.0,37.0,4.549999999999997,0.0,1.069317326429414
2024-01-01,S002,P0009,Electronics,North,62,31,183,45.97,0,Sunny,1,47.39,Winter,2024,1,0,1,0,165.42857142857142,206.92857142857142,140.8768459126116,57.0,101.0,297.0,53.0,232.0,-1.4200000000000017,0.0,0.9700356678548917
2022-03-02,S002,P0010,Groceries,East,316,257,196,42.27,5,Snowy,1,44.31,Winter,2022,3,2,9,0,91.14285714285714,99.78571428571429,58.842809165404205,31.0,49.0,185.0,229.0,126.0,-2.039999999999999,211.35000000000002,0.9539605159195405
2022-03-03,S002,P0010,Clothing,East,416,333,75,34.8,10,Snowy,1,35.2,Winter,2022,3,3,9,0,120.85714285714286,104.92857142857143,81.98257654613477,257.0,131.0,179.0,108.0,374.0,-0.4000000000000057,348.0,0.9886360827738399
2022-03-04,S002,P0010,Clothing,East,89,76,170,28.53,20,Sunny,0,32.95,Spring,2022,3,4,9,0,149.71428571428572,115.92857142857143,115.0358122292275,333.0,70.0,42.0,6.0,185.0,-4.420000000000002,570.6,0.8658570968567232
2022-03-05,S002,P0010,Electronics,South,201,78,30,10.87,15,Rainy,0,6.55,Summer,2022,3,5,9,1,150.57142857142858,118.35714285714286,114.36324750964522,76.0,67.0,13.0,128.0,142.0,4.319999999999999,163.04999999999998,1.6595394510848076
2022-03-06,S002,P0010,Furniture,South,340,20,200,85.06,0,Rainy,0,85.82,Summer,2022,3,6,9,1,152.14285714285714,123.0,113.09204005503446,78.0,86.0,65.0,476.0,129.0,-0.7599999999999909,0.0,0.9911441399272735
2022-03-07,S002,P0010,Toys,East,491,453,200,76.15,20,Cloudy,0,77.21,Winter,2022,3,0,10,0,142.71428571428572,119.78571428571429,121.93128431718452,20.0,204.0,195.0,62.0,330.0,-1.059999999999988,1523.0,0.9862710806539206
2022-03-08,S002,P0010,Groceries,North,372,178,136,18.19,10,Rainy,1,14.68,Autumn,2022,3,1,10,0,178.28571428571428,138.21428571428572,169.73873481099736,453.0,31.0,80.0,252.0,116.0,3.5100000000000016,181.9,1.2390999733651409
2022-03-09,S002,P0010,Electronics,West,234,62,199,53.92,15,Cloudy,1,53.57,Summer,2022,3,2,10,0,199.28571428571428,145.21428571428572,157.10263554516865,178.0,257.0,49.0,115.0,23.0,0.3500000000000014,808.8000000000001,1.0065333196689714
2022-03-10,S002,P0010,Groceries,North,450,230,187,16.34,0,Rainy,0,15.59,Spring,2022,3,3,10,0,171.42857142857142,146.14285714285714,162.36364242327275,62.0,333.0,131.0,116.0,222.0,0.75,0.0,1.048107089091027
2022-03-11,S002,P0010,Electronics,North,75,56,176,41.47,20,Rainy,1,41.63,Spring,2022,3,4,10,0,156.71428571428572,153.21428571428572,149.43305556414916,230.0,76.0,70.0,65.0,300.0,-0.1600000000000037,829.4,0.9961563785355803
2022-03-12,S002,P0010,Toys,West,326,238,121,58.16,15,Sunny,1,55.52,Winter,2022,3,5,10,1,153.85714285714286,152.21428571428572,151.41161180859342,56.0,78.0,67.0,155.0,172.0,2.6399999999999935,872.4,1.047550243596858
2022-03-13,S002,P0010,Groceries,West,176,73,101,84.34,5,Rainy,0,84.71,Spring,2022,3,6,10,1,176.71428571428572,164.42857142857142,150.12296547132541,238.0,20.0,86.0,438.0,23.0,-0.36999999999999034,421.70000000000005,0.995632039235977
2022-03-14,S002,P0010,Clothing,North,130,85,57,30.67,20,Snowy,1,29.55,Autumn,2022,3,0,11,0,184.28571428571428,163.5,142.01961635130348,73.0,453.0,204.0,179.0,111.0,1.120000000000001,613.4000000000001,1.0379015100164095
2022-03-15,S002,P0010,Toys,West,185,32,192,81.66,20,Cloudy,0,81.69,Autumn,2022,3,1,11,0,131.71428571428572,155.0,80.95413163373082,85.0,178.0,31.0,31.0,326.0,-0.030000000000001137,1633.1999999999998,0.9996326356184801
2022-03-16,S002,P0010,Toys,South,86,2,191,18.69,0,Snowy,0,18.06,Spring,2022,3,2,11,0,110.85714285714286,155.07142857142858,85.70964273139192,32.0,62.0,257.0,31.0,82.0,0.6300000000000026,0.0,1.0348831479052338
2022-03-17,S002,P0010,Electronics,North,359,69,126,31.65,10,Snowy,0,33.81,Summer,2022,3,3,11,0,102.28571428571429,136.85714285714286,94.00835829101268,2.0,230.0,333.0,123.0,135.0,-2.1600000000000037,316.5,0.9361132989904467
2022-03-18,S002,P0010,Electronics,North,411,89,49,80.15,0,Cloudy,0,85.13,Autumn,2022,3,4,11,0,79.28571428571429,118.0,75.4093590250667,69.0,56.0,76.0,185.0,14.0,-4.97999999999999,0.0,0.9415011228120378
2022-03-19,S002,P0010,Toys,North,483,388,75,37.86,10,Snowy,1,41.06,Winter,2022,3,5,11,1,84.0,118.92857142857143,74.73954776421905,89.0,238.0,78.0,179.0,70.0,-3.200000000000003,378.6,0.9220650457708119
2022-03-20,S002,P0010,Toys,West,446,205,160,67.08,10,Sunny,1,64.73,Autumn,2022,3,6,11,1,105.42857142857143,141.07142857142858,128.45343792318562,388.0,73.0,20.0,42.0,155.0,2.3499999999999943,670.8,1.0363044899884921
2022-03-21,S002,P0010,Toys,West,258,174,118,97.08,5,Cloudy,1,92.32,Winter,2022,3,0,12,0,124.28571428571429,154.28571428571428,132.5238523005252,205.0,85.0,453.0,13.0,171.0,4.760000000000005,485.4,1.0515596781239518
2022-03-22,S002,P0010,Groceries,North,197,61,114,56.09,0,Snowy,1,51.93,Summer,2022,3,1,12,0,137.0,134.35714285714286,132.3958710333017,174.0,32.0,178.0,65.0,72.0,4.160000000000004,0.0,1.0801076294805259
2022-03-23,S002,P0010,Clothing,North,421,187,119,76.13,15,Rainy,1,76.88,Winter,2022,3,2,12,0,141.14285714285714,126.0,128.97212692597387,61.0,2.0,62.0,195.0,206.0,-0.75,1141.9499999999998,0.9902444081367835
2022-03-24,S002,P0010,Groceries,North,165,100,183,75.22,0,Snowy,0,73.9,Spring,2022,3,3,12,0,167.57142857142858,134.92857142857142,113.76563210222602,187.0,69.0,230.0,80.0,278.0,1.3199999999999932,0.0,1.0178618379077349
2022-03-25,S002,P0010,Groceries,West,252,92,104,72.41,0,Snowy,0,73.44,Summer,2022,3,4,12,0,172.0,125.64285714285714,109.82410178705457,100.0,89.0,56.0,49.0,71.0,-1.0300000000000011,0.0,0.9859748112779396
2022-03-26,S002,P0010,Electronics,North,424,357,184,74.34,5,Snowy,1,70.6,Autumn,2022,3,5,12,1,172.42857142857142,128.21428571428572,109.45144607367706,92.0,388.0,238.0,131.0,246.0,3.740000000000009,371.70000000000005,1.0529743551027826
2022-03-27,S002,P0010,Groceries,West,133,53,96,90.64,5,Cloudy,1,91.79,Summer,2022,3,6,12,1,168.0,136.71428571428572,99.44512724781102,357.0,205.0,73.0,70.0,106.0,-1.1500000000000057,453.2,0.9874712945341219
2022-03-28,S002,P0010,Toys,West,404,46,108,26.12,15,Snowy,1,30.21,Summer,2022,3,0,13,0,146.28571428571428,135.28571428571428,106.37310795139005,53.0,174.0,85.0,67.0,288.0,-4.09,391.8,0.8646140799026548
2022-03-29,S002,P0010,Furniture,East,315,106,52,23.05,5,Cloudy,1,18.66,Spring,2022,3,1,13,0,128.0,132.5,111.68407824454351,46.0,61.0,32.0,86.0,307.0,4.390000000000001,115.25,1.2352619317996079
2022-03-30,S002,P0010,Clothing,South,264,144,42,46.74,5,Sunny,1,48.06,Winter,2022,3,2,13,0,134.42857142857142,137.78571428571428,108.43255529415063,106.0,187.0,2.0,204.0,154.0,-1.3200000000000003,233.70000000000002,0.9725341297265647
2022-03-31,S002,P0010,Electronics,East,144,54,61,44.58,0,Cloudy,0,47.41,Summer,2022,3,3,13,0,128.28571428571428,147.92857142857142,106.15195756667929,144.0,100.0,69.0,31.0,125.0,-2.8299999999999983,0.0,0.9403077535735597
2022-04-01,S002,P0010,Furniture,West,349,273,77,52.53,5,Snowy,0,47.74,Spring,2022,4,4,13,0,121.71428571428571,146.85714285714286,109.56385396305699,54.0,92.0,89.0,257.0,229.0,4.789999999999999,262.65,1.1003349182373443
2022-04-02,S002,P0010,Furniture,East,475,310,164,14.0,15,Sunny,0,18.37,Spring,2022,4,5,13,1,147.57142857142858,160.0,122.03122160995946,273.0,357.0,388.0,333.0,108.0,-4.370000000000001,210.0,0.7621117244900791
2022-04-03,S002,P0010,Clothing,South,487,328,134,10.17,5,Sunny,1,11.23,Winter,2022,4,6,13,1,140.85714285714286,154.42857142857142,109.20688099722858,310.0,53.0,205.0,76.0,6.0,-1.0600000000000005,50.85,0.9056091668662806
2022-04-04,S002,P0010,Toys,South,460,51,194,79.88,20,Rainy,0,76.56,Spring,2022,4,0,14,0,180.14285714285714,163.21428571428572,121.14513138026987,328.0,46.0,174.0,78.0,128.0,3.319999999999993,1597.6,1.0433645450150801
2022-04-05,S002,P0010,Clothing,West,51,17,134,70.72,20,Cloudy,1,74.77,Winter,2022,4,1,14,0,180.85714285714286,154.42857142857142,120.23370100409805,51.0,106.0,61.0,20.0,476.0,-4.049999999999997,1414.4,0.9458337640987342
2022-04-06,S002,P0010,Furniture,West,299,25,182,13.02,10,Rainy,0,13.19,Autumn,2022,4,2,14,0,168.14285714285714,151.28571428571428,133.44840272733197,17.0,144.0,187.0,453.0,62.0,-0.16999999999999993,130.2,0.987110699688628
2022-04-07,S002,P0010,Clothing,North,193,118,54,99.14,5,Sunny,1,96.9,Summer,2022,4,3,14,0,151.14285714285714,139.71428571428572,144.1844057349575,25.0,54.0,100.0,178.0,252.0,2.239999999999995,495.7,1.0231165094823003
2022-04-08,S002,P0010,Furniture,North,453,106,93,47.26,5,Sunny,0,48.56,Autumn,2022,4,4,14,0,160.28571428571428,141.0,138.93129511346518,118.0,273.0,92.0,62.0,115.0,-1.3000000000000043,236.29999999999998,0.9732287946398691
2022-04-09,S002,P0010,Furniture,North,368,343,159,95.87,5,Sunny,0,96.05,Summer,2022,4,5,14,1,136.42857142857142,142.0,130.4285975069081,106.0,310.0,357.0,230.0,116.0,-0.1799999999999926,479.35,0.9981258721368171
2022-04-10,S002,P0010,Clothing,North,120,87,130,66.79,20,Sunny,0,70.84,Autumn,2022,4,6,14,1,141.14285714285714,141.0,138.11761723428398,343.0,328.0,53.0,56.0,65.0,-4.049999999999997,1335.8000000000002,0.9428287771275018
2022-04-11,S002,P0010,Toys,South,202,27,195,18.64,0,Rainy,0,14.33,Winter,2022,4,0,15,0,106.71428571428571,143.42857142857142,111.1885999637766,87.0,51.0,46.0,238.0,155.0,4.3100000000000005,0.0,1.3007667126540736
2022-04-12,S002,P0010,Electronics,West,389,278,170,28.43,15,Snowy,0,26.57,Autumn,2022,4,1,15,0,103.28571428571429,142.07142857142858,113.53812030285133,27.0,17.0,106.0,73.0,438.0,1.8599999999999994,426.45,1.0700033609321187
2022-04-13,S002,P0010,Toys,South,245,233,56,19.8,15,Sunny,0,23.38,Summer,2022,4,2,15,0,140.57142857142858,154.35714285714286,122.94559385199224,278.0,25.0,144.0,85.0,179.0,-3.5799999999999983,297.0,0.8468773110020057
2022-04-14,S002,P0010,Clothing,South,468,442,178,48.95,15,Snowy,1,48.22,Winter,2022,4,3,15,0,170.28571428571428,160.71428571428572,115.2529309615946,233.0,118.0,54.0,32.0,31.0,0.730000000000004,734.25,1.0151387359728876
2022-04-15,S002,P0010,Furniture,North,261,139,159,24.78,15,Rainy,0,20.22,Autumn,2022,4,4,15,0,216.57142857142858,188.42857142857142,150.44252185121195,442.0,106.0,273.0,2.0,31.0,4.560000000000002,371.70000000000005,1.2255186817415027
2022-04-16,S002,P0010,Groceries,North,210,192,107,77.38,15,Snowy,0,75.14,Winter,2022,4,5,15,1,221.28571428571428,178.85714285714286,146.87490628163172,139.0,343.0,310.0,69.0,123.0,2.239999999999995,1160.6999999999998,1.0298108823781098
2022-04-17,S002,P0010,Clothing,West,392,376,111,65.99,20,Sunny,0,66.94,Summer,2022,4,6,15,1,199.71428571428572,170.42857142857142,136.7597824480505,192.0,87.0,328.0,89.0,185.0,-0.9500000000000028,1319.8,0.9858080391682044
2022-04-18,S002,P0010,Clothing,South,487,171,124,53.29,15,Snowy,1,49.2,Spring,2022,4,0,16,0,241.0,173.85714285714286,140.62953696384938,376.0,27.0,51.0,388.0,179.0,4.089999999999996,799.35,1.0831298611524671
2022-04-19,S002,P0010,Furniture,East,364,331,64,14.06,0,Snowy,0,17.26,Autumn,2022,4,1,16,0,261.57142857142856,182.42857142857142,111.6555076158467,171.0,278.0,17.0,205.0,42.0,-3.200000000000001,0.0,0.8145997597915644
2022-04-20,S002,P0010,Clothing,West,498,19,23,42.37,20,Cloudy,1,46.16,Autumn,2022,4,2,16,0,269.14285714285717,204.85714285714286,114.71040140491277,331.0,233.0,25.0,174.0,13.0,-3.789999999999999,847.4,0.9178940819120273
2022-04-21,S002,P0010,Furniture,East,146,74,87,28.57,5,Sunny,0,28.56,Spring,2022,4,3,16,0,238.57142857142858,204.42857142857142,149.26135595308116,19.0,442.0,118.0,61.0,65.0,0.010000000000001563,142.85,1.000349789793491
2022-04-22,S002,P0010,Furniture,South,315,97,50,19.82,10,Sunny,0,17.62,Autumn,2022,4,4,16,0,186.0,201.28571428571428,129.11751753086543,74.0,139.0,106.0,187.0,195.0,2.1999999999999993,198.2,1.1248574773794113
2022-04-23,S002,P0010,Toys,South,83,77,90,97.42,15,Sunny,0,94.84,Winter,2022,4,5,16,1,180.0,200.64285714285714,132.59462030313802,97.0,192.0,343.0,100.0,80.0,2.5799999999999983,1461.3,1.0272036032050187
2022-04-24,S002,P0010,Groceries,East,99,10,138,27.66,5,Rainy,1,29.21,Autumn,2022,4,6,16,1,163.57142857142858,181.64285714285714,137.8790014745503,77.0,376.0,87.0,92.0,49.0,-1.5500000000000007,138.3,0.9469356566464715
2022-04-25,S002,P0010,Furniture,South,75,41,85,63.92,20,Sunny,0,64.71,Spring,2022,4,0,17,0,111.28571428571429,176.14285714285714,110.59342097025821,10.0,171.0,27.0,357.0,131.0,-0.789999999999992,1278.4,0.9877915333346418
2022-04-26,S002,P0010,Clothing,East,101,75,132,75.27,15,Snowy,0,75.16,Autumn,2022,4,1,17,0,92.71428571428571,177.14285714285714,109.8069734970025,41.0,331.0,278.0,53.0,70.0,0.10999999999999943,1129.05,1.0014634111943306
2022-04-27,S002,P0010,Electronics,East,332,108,58,90.51,15,Snowy,1,88.59,Autumn,2022,4,2,17,0,56.142857142857146,162.64285714285714,32.95668152503876,75.0,19.0,233.0,46.0,67.0,1.9200000000000017,1357.65,1.0216727597163608
2022-04-28,S002,P0010,Clothing,East,120,60,139,94.34,5,Sunny,0,91.83,Autumn,2022,4,3,17,0,68.85714285714286,153.71428571428572,33.40373517751423,108.0,74.0,442.0,106.0,86.0,2.510000000000005,471.70000000000005,1.0273330036662307
2022-04-29,S002,P0010,Groceries,South,487,98,65,78.84,15,Rainy,0,83.82,Autumn,2022,4,4,17,0,66.85714285714286,126.42857142857143,33.463555157955064,60.0,97.0,139.0,144.0,204.0,-4.97999999999999,1182.6000000000001,0.9405868598679481
2022-04-30,S002,P0010,Electronics,East,271,35,185,66.37,15,Sunny,1,63.63,Summer,2022,4,5,17,1,67.0,123.5,33.615472627942886,98.0,77.0,192.0,54.0,31.0,2.740000000000002,995.5500000000001,1.04306128507602
2022-05-01,S002,P0010,Electronics,East,476,415,70,72.27,5,Cloudy,1,71.21,Spring,2022,5,6,17,1,61.0,112.28571428571429,35.24202037341184,35.0,10.0,376.0,273.0,257.0,1.0600000000000023,361.34999999999997,1.0148854072622655
2022-05-02,S002,P0010,Furniture,East,151,17,184,92.63,0,Rainy,0,90.9,Autumn,2022,5,0,18,0,118.85714285714286,115.07142857142857,133.37594557169163,415.0,41.0,171.0,310.0,333.0,1.7299999999999898,0.0,1.0190317910856115
2022-05-03,S002,P0010,Clothing,South,414,55,193,62.22,10,Cloudy,1,60.04,Summer,2022,5,1,18,0,115.42857142857143,104.07142857142857,135.99369733294887,17.0,75.0,331.0,328.0,76.0,2.1799999999999997,622.2,1.0363089546454105
2022-05-04,S002,P0010,Toys,South,470,428,76,78.96,20,Snowy,0,78.73,Autumn,2022,5,2,18,0,112.57142857142857,84.35714285714286,137.18947620336033,55.0,108.0,19.0,51.0,78.0,0.22999999999998977,1579.1999999999998,1.002921249470183
2022-05-05,S002,P0010,Groceries,East,201,17,50,36.26,15,Cloudy,1,33.86,Summer,2022,5,3,18,0,158.28571428571428,113.57142857142857,181.5541372756478,428.0,60.0,74.0,17.0,20.0,2.3999999999999986,543.9,1.0708797782398762
2022-05-06,S002,P0010,Groceries,West,123,118,78,47.04,15,Rainy,1,47.31,Winter,2022,5,4,18,0,152.14285714285714,109.5,186.1042974350929,17.0,98.0,97.0,25.0,453.0,-0.2700000000000031,705.6,0.9942927511535083
2022-05-07,S002,P0010,Toys,East,363,346,128,55.01,0,Cloudy,1,52.69,Spring,2022,5,5,18,1,155.0,111.0,185.28626500634095,118.0,35.0,77.0,118.0,178.0,2.3200000000000003,0.0,1.0440309273048154
2022-05-08,S002,P0010,Groceries,West,65,60,121,40.64,0,Cloudy,1,42.76,Summer,2022,5,6,18,1,199.42857142857142,130.21428571428572,188.96636132996193,346.0,415.0,10.0,106.0,62.0,-2.1199999999999974,0.0,0.9504207318941226
2022-05-09,S002,P0010,Electronics,West,253,99,105,12.83,15,Rainy,1,11.62,Summer,2022,5,0,19,0,148.71428571428572,133.78571428571428,167.9362123800922,60.0,17.0,41.0,343.0,230.0,1.2100000000000009,192.45,1.1041298587522732
2022-05-10,S002,P0010,Groceries,North,140,10,198,97.73,20,Sunny,0,101.85,Autumn,2022,5,1,19,0,160.42857142857142,137.92857142857142,159.88418427396874,99.0,55.0,75.0,87.0,56.0,-4.11999999999999,1954.6000000000001,0.9595482612127383
2022-05-11,S002,P0010,Groceries,West,203,101,41,17.1,5,Snowy,1,13.97,Autumn,2022,5,2,19,0,154.0,133.28571428571428,165.6311162392703,10.0,428.0,108.0,27.0,238.0,3.130000000000001,85.5,1.2240506628126968
2022-05-12,S002,P0010,Electronics,North,236,195,26,55.57,0,Rainy,0,57.49,Summer,2022,5,3,19,0,107.28571428571429,132.78571428571428,113.32801107951244,101.0,17.0,60.0,278.0,73.0,-1.9200000000000017,0.0,0.9666027193246269
2022-05-13,S002,P0010,Groceries,West,232,10,131,95.91,0,Cloudy,0,99.33,Winter,2022,5,4,19,0,132.71428571428572,142.42857142857142,109.60187693909002,195.0,118.0,98.0,233.0,85.0,-3.4200000000000017,0.0,0.9655692171983069
2022-05-14,S002,P0010,Clothing,East,178,54,55,53.86,10,Snowy,0,53.35,Summer,2022,5,5,19,1,117.28571428571429,136.14285714285714,119.19971236782172,10.0,346.0,35.0,442.0,32.0,0.509999999999998,538.6,1.0095593234190583
2022-05-15,S002,P0010,Electronics,West,254,220,121,46.72,10,Sunny,0,49.99,Autumn,2022,5,6,19,1,75.57142857142857,137.5,64.24654891602381,54.0,60.0,415.0,139.0,2.0,-3.270000000000003,467.2,0.9345867304287395
2022-05-16,S002,P0010,Groceries,South,350,205,39,33.17,5,Rainy,1,32.85,Spring,2022,5,0,20,0,98.42857142857143,123.57142857142857,83.39236004746306,220.0,99.0,17.0,192.0,69.0,0.3200000000000003,165.85000000000002,1.0097409407181306
2022-05-17,S002,P0010,Clothing,North,221,202,93,10.34,20,Snowy,1,6.42,Summer,2022,5,1,20,0,113.57142857142857,137.0,92.6262330423679,205.0,10.0,55.0,376.0,89.0,3.92,206.8,1.6105893916053091
2022-05-18,S002,P0010,Electronics,South,116,13,67,78.63,5,Sunny,0,82.72,Autumn,2022,5,2,20,0,141.0,147.5,84.95488999070824,202.0,101.0,428.0,171.0,388.0,-4.090000000000003,393.15,0.9505559779308537
2022-05-19,S002,P0010,Groceries,East,156,25,136,16.69,15,Sunny,1,11.83,Summer,2022,5,3,20,0,128.42857142857142,117.85714285714286,97.45230823819611,13.0,195.0,17.0,331.0,205.0,4.860000000000001,250.35000000000002,1.4108187567043478
2022-05-20,S002,P0010,Electronics,West,363,225,56,14.06,15,Snowy,0,12.47,Winter,2022,5,4,20,0,104.14285714285714,118.42857142857143,99.26299842913701,25.0,10.0,118.0,19.0,174.0,1.5899999999999999,210.9,1.1275051102605371
2022-05-21,S002,P0010,Toys,South,365,137,169,96.74,20,Sunny,0,100.32,Winter,2022,5,5,20,1,134.85714285714286,126.07142857142857,98.53836574557916,225.0,54.0,346.0,74.0,61.0,-3.5799999999999983,1934.8,0.9643140984535388
2022-05-22,S002,P0010,Furniture,West,241,81,141,14.48,5,Sunny,1,11.36,Autumn,2022,5,6,20,1,146.71428571428572,111.14285714285714,91.96143083872047,137.0,220.0,60.0,97.0,187.0,3.120000000000001,72.4,1.274646765275735
2022-05-23,S002,P0010,Groceries,South,498,6,82,87.0,15,Snowy,0,83.58,Summer,2022,5,0,21,0,126.85714285714286,112.64285714285714,88.4391100728416,81.0,205.0,99.0,77.0,100.0,3.4200000000000017,1305.0,1.0409187555732524
2022-05-24,S002,P0010,Clothing,South,120,91,81,95.99,10,Rainy,1,96.04,Autumn,2022,5,1,21,0,98.42857142857143,106.0,91.0784591123813,6.0,202.0,10.0,10.0,92.0,-0.05000000000001137,959.9,0.9994792795211078
2022-05-25,S002,P0010,Toys,North,185,27,194,25.75,0,Snowy,0,25.16,Winter,2022,5,2,21,0,82.57142857142857,111.78571428571429,78.88780459795868,91.0,13.0,101.0,41.0,357.0,0.5899999999999999,0.0,1.0234495137323076
2022-05-26,S002,P0010,Toys,West,454,437,79,77.01,0,Cloudy,0,82.01,Winter,2022,5,3,21,0,84.57142857142857,106.5,76.98453771777189,27.0,25.0,195.0,75.0,53.0,-5.0,0.0,0.9390317108850492
2022-05-27,S002,P0010,Furniture,East,311,279,49,42.09,20,Rainy,0,45.99,Spring,2022,5,4,21,0,143.42857142857142,123.78571428571429,148.3058294458416,437.0,225.0,10.0,108.0,46.0,-3.8999999999999986,841.8000000000001,0.9151987572953343
2022-05-28,S002,P0010,Furniture,North,296,13,94,94.17,5,Snowy,0,98.58,Spring,2022,5,5,21,1,151.14285714285714,143.0,154.52985533700664,279.0,137.0,54.0,60.0,106.0,-4.409999999999997,470.85,0.9552646626836414
2022-05-29,S002,P0010,Groceries,East,104,45,74,39.48,10,Snowy,1,40.29,Summer,2022,5,6,21,1,133.42857142857142,140.07142857142858,163.280798159548,13.0,81.0,220.0,98.0,144.0,-0.8100000000000023,394.79999999999995,0.9798955125600612
2022-05-30,S002,P0010,Furniture,West,90,31,189,16.79,15,Sunny,1,21.69,Summer,2022,5,0,22,0,128.28571428571428,127.57142857142857,165.75555725798387,45.0,6.0,205.0,35.0,54.0,-4.900000000000002,251.85,0.7740890852516895
2022-05-31,S002,P0010,Toys,West,91,19,171,65.87,20,Cloudy,1,64.73,Winter,2022,5,1,22,0,131.85714285714286,115.14285714285714,162.926802144837,31.0,91.0,202.0,415.0,273.0,1.1400000000000006,1317.4,1.0176114602793973
2022-06-01,S002,P0010,Electronics,North,134,1,126,24.59,15,Sunny,1,27.35,Summer,2022,6,2,22,0,121.57142857142857,102.07142857142857,168.12580323759266,19.0,27.0,13.0,17.0,310.0,-2.7600000000000016,368.85,0.8990855944842433
2022-06-02,S002,P0010,Toys,South,301,54,123,69.41,10,Cloudy,1,71.3,Spring,2022,6,3,22,0,117.85714285714286,101.21428571428571,170.8287920418458,1.0,437.0,25.0,55.0,328.0,-1.8900000000000006,694.0999999999999,0.9734921495803436
2022-06-03,S002,P0010,Clothing,East,333,123,69,71.63,10,Snowy,1,75.26,Winter,2022,6,4,22,0,63.142857142857146,103.28571428571429,96.9233865336063,54.0,279.0,225.0,428.0,51.0,-3.6300000000000097,716.3,0.9517670805518095
2022-06-04,S002,P0010,Groceries,South,167,55,176,56.46,0,Rainy,0,59.27,Summer,2022,6,5,22,1,40.857142857142854,96.0,40.572686097211445,123.0,13.0,137.0,17.0,17.0,-2.8100000000000023,0.0,0.9525896823705613
2022-06-05,S002,P0010,Toys,East,348,338,157,21.29,5,Cloudy,1,23.96,Winter,2022,6,6,22,1,46.857142857142854,90.14285714285714,38.83481501362991,55.0,45.0,81.0,118.0,25.0,-2.6700000000000017,106.44999999999999,0.8885639029366014
2022-06-06,S002,P0010,Toys,West,118,23,128,99.16,5,Cloudy,0,97.67,Winter,2022,6,0,23,0,88.71428571428571,108.5,116.58003586337055,338.0,31.0,6.0,346.0,118.0,1.4899999999999949,495.79999999999995,1.0152553480848419
2022-06-07,S002,P0010,Furniture,North,290,168,44,31.63,15,Sunny,1,35.83,Summer,2022,6,1,23,0,87.57142857142857,109.71428571428571,117.2772457936849,23.0,19.0,91.0,60.0,106.0,-4.199999999999999,474.45,0.8827795470891578
2022-06-08,S002,P0010,Groceries,South,476,3,188,37.21,5,Sunny,1,42.08,Summer,2022,6,2,23,0,108.85714285714286,115.21428571428571,116.27471575458496,168.0,1.0,27.0,99.0,343.0,-4.869999999999997,186.05,0.8842678506968036
2022-06-09,S002,P0010,Electronics,East,464,77,180,65.59,10,Rainy,0,63.51,Winter,2022,6,3,23,0,109.14285714285714,113.5,115.96756525199704,3.0,54.0,437.0,10.0,87.0,2.0800000000000054,655.9000000000001,1.0327505853014352
2022-06-10,S002,P0010,Electronics,South,97,77,60,80.12,0,Rainy,0,77.09,Summer,2022,6,4,23,0,112.42857142857143,87.78571428571429,114.46084795372485,77.0,123.0,279.0,101.0,27.0,3.030000000000001,0.0,1.0393045739649016
2022-06-11,S002,P0010,Toys,North,140,131,24,93.78,10,Snowy,0,97.63,Autumn,2022,6,5,23,1,105.85714285714286,73.35714285714286,115.07161331308514,77.0,55.0,13.0,195.0,278.0,-3.8499999999999943,937.8,0.9605653015911808
2022-06-12,S002,P0010,Toys,South,347,14,55,97.77,15,Cloudy,0,97.65,Spring,2022,6,6,23,1,116.71428571428571,81.78571428571429,113.04086913695461,131.0,338.0,45.0,10.0,233.0,0.11999999999999034,1466.55,1.0012287761158447
2022-06-13,S002,P0010,Groceries,West,365,34,23,98.86,5,Rainy,0,99.75,Spring,2022,6,0,24,0,70.42857142857143,79.57142857142857,62.25714722786757,14.0,23.0,31.0,54.0,442.0,-0.8900000000000006,494.3,0.991077594879439
